Id,Make,Model,Year,CarType,AirConditioner,DateModified
647,Volkswagen,Golf Variant 1.6 TDI BMT (105PS),2013,4,0,2019-07-04 11:16:24.7079381
648,Volkswagen,Golf Variant 1.6 TDI BMT 4MOTION (105PS),2013,4,0,2019-07-04 11:16:24.7529381
649,Volkswagen,Golf Variant 1.6 TDI BMT (110PS),2014,4,0,2019-07-04 11:16:24.7999381
650,Volkswagen,Golf Variant 1.6 TDI BMT 4MOTION (110PS),2014,4,0,2019-07-04 11:16:24.8469381
651,Volkswagen,Golf Variant 1.6 TDI BMT (115PS),2017,4,0,2019-07-04 11:16:24.8899381
652,Volkswagen,Golf Variant 1.6 BlueTDI (110PS),2013,4,0,2019-07-04 11:16:24.9359381
653,Volkswagen,Golf Variant 1.6 TDI BlueMotion (110PS),2013,4,0,2019-07-04 11:16:24.9789381
654,Volkswagen,Golf Variant 2.0 TDI BMT (150PS),2013,4,0,2019-07-04 11:16:25.0239381
655,Volkswagen,Golf Variant 2.0 TDI BMT 4MOTION (150PS),2013,4,0,2019-07-04 11:16:25.0709381
656,Volkswagen,Golf Variant 2.0 TDI BMT (150PS),2017,4,0,2019-07-04 11:16:25.1129381
657,Volkswagen,Golf Variant 2.0 TDI BMT 4MOTION (150PS),2017,4,1,2019-07-04 11:16:25.1599381
658,Volkswagen,Golf Variant 1.4 TGI BlueMotion (Erdgasbetrieb) (110PS),2014,4,0,2019-07-04 11:16:25.2059381
659,Volkswagen,Golf Variant 1.4 TGI BlueMotion (Benzinbetrieb) (110PS),2014,4,0,2019-07-04 11:16:25.2509381
660,Volkswagen,Golf Variant 1.4 TGI BlueMotion (110PS),2017,4,0,2019-07-04 11:16:25.2959381
661,Volkswagen,Golf Variant 1.4 TGI BlueMotion (110PS),2017,4,0,2019-07-04 11:16:25.3409381
662,Volkswagen,Golf R Variant (300PS),2015,4,1,2019-07-04 11:16:25.3909381
663,Volkswagen,Golf R Variant (310PS),2017,4,1,2019-07-04 11:16:25.4489381
664,Volkswagen,Golf Variant GTD (184PS),2015,4,1,2019-07-04 11:16:25.5049381
665,Volkswagen,Golf Alltrack 1.8 TSI BMT 4MOTION (180PS),2015,4,1,2019-07-04 11:16:25.5559381
666,Volkswagen,Golf Alltrack 1.8 TSI BMT 4MOTION (180PS),2017,4,1,2019-07-04 11:16:25.6099381
667,Volkswagen,Golf Alltrack 1.6 TDI BMT 4MOTION (110PS),2014,4,1,2019-07-04 11:16:25.6639381
668,Volkswagen,Golf Alltrack 2.0 TDI BMT 4MOTION (150PS),2014,4,1,2019-07-04 11:16:25.7209381
669,Volkswagen,Golf Alltrack 2.0 TDI BMT 4MOTION (150PS),2017,4,1,2019-07-04 11:16:25.7769381
670,Volkswagen,Golf Alltrack 2.0 TDI BMT 4MOTION (184PS),2014,4,1,2019-07-04 11:16:25.8259381
671,Volkswagen,Golf Alltrack 2.0 TDI BMT 4MOTION (184PS),2017,4,1,2019-07-04 11:16:25.8769381
672,Skoda,Octavia,2019,4,0,2019-07-04 16:40:43.7080000
